Calculated pChEMBL,SMILES,old/new
7.22,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CO)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
5.08,N[C@H]1C[C@]1(F)c1cccc(S(F)(F)(F)(F)F)c1,old
4.42,Cc1ccc([C@@H]2C(=O)N([C@H]3CC[C@H](N)CC3)[C@H]2c2ccc(C#N)cc2)cc1,old
6.89,Cc1cc(COc2cc(C(=O)N3CCOC(CN)C3)nn2-c2ccc(C#N)cc2)on1,old
6.31,N/C(=N\O)c1ccc(/C=C/c2ccc(O)c(F)c2)cc1,old
7.01,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O)[C@@H](C)O)[C@@H](C)O,old
6.24,Cc1ccc([C@@H]2CN(C(=O)CC3CCNCC3)C[C@H]2c2ccc(C#N)cc2)cc1,old
7.38,Cc1cccc(CNc2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)c1,old
7.72,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(NS(=O)(=O)N4CCNCC4)c3)cc2)CC1,old
7.29,NC1CCC(N[C@H]2C[C@@H]2c2ccc(Br)cc2)CC1,old
4.51,CC(C)(C)OC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,old
7.03,N[C@H]1CC[C@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,old
7.35,NC1CCCC(N[C@H]2C[C@@H]2c2ccccc2)C1,old
5.88,c1ccc([C@H]2C[C@@H]2NC2CCC(N3CCOCC3)CC2)cc1,old
7.21,N#Cc1ccccc1S(=O)(=O)Nc1cccc(-c2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cc2)c1,old
7.18,N[C@@H]1CCN(C2CCC(N[C@H]3C[C@@H]3c3ccccc3)CC2)C1,old
7.48,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3cccc(N4CCNCC4)c3)cc2)CC1,old
6.32,CC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,old
7.08,Cc1ccc(-c2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)cc1O,old
7.47,NC1CCC(N[C@H]2C[C@@H]2c2ccc(C3CC3)cc2)CC1,old
5.24,CCNC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,old
7.33,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccnc3)cc2)CC1,old
7.21,NCC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,old
6.89,N[C@@H]1CCN(C2CCC(N[C@H]3C[C@@H]3c3ccc(-c4cccc(C(F)(F)F)c4)cc3)CC2)C1,old
7.92,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3F)cc2)CC1,old
7.03,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3cccnc3)cc2)CC1,old
6.47,OC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,old
7.57,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3ccc4cn[nH]c4c3)cc2)CC1,old
6.86,COc1cc(C#N)cc(-c2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)c1,old
7.57,COc1ccc(NS(C)(=O)=O)cc1-c1ccc([C@H]2C[C@@H]2NC2CCC(N)CC2)cc1,old
7.17,NC1CC(N[C@H]2C[C@@H]2c2ccccc2)C1,old
7.16,NC1CCC(N[C@H]2C[C@@H]2c2cccnc2)CC1,old
7.15,NC(=O)C1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,old
7.4,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3ccccc3)cc2)CC1,old
6.83,CC1(N)CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,old
7.47,NC1CC(N[C@H]2C[C@@H]2c2ccccc2)c2ccccc21,old
7.32,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,old
7.52,Nc1ccc(S(=O)(=O)Nc2cccc(-c3ccc([C@H]4C[C@@H]4NC4CCC(N)CC4)cc3)c2)cn1,old
7.18,CNC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,old
7.27,N#Cc1cccc(Nc2ccc([C@H]3C[C@@H]3NC3CCC(N)CC3)cn2)c1,old
7.66,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3ccn[nH]3)cc2)CC1,old
7.07,N[C@H]1CC[C@@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1,old
6.48,NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,old
6.46,CS(=O)(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,old
7.28,NC1CCC(N[C@@H]2C[C@@H]2c2ccccc2)CC1,old
7.12,Cl.c1ccc2c(c1)C[C@H]1[C@@H]2[C@@H]1NCC1CCNCC1,old
5.06,Cl.N[C@@H]1[C@H]2Cc3ccccc3[C@H]21,old
7.82,COc1ccc(-n2cc(-c3cccc(N)c3C)c3cc(C#N)ccc32)cc1,old
6.57,Cl.N[C@H]1CC[C@H](N[C@@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,old
5.15,Nc1ccccc1NC(=O)c1ccc(CNC2CC2c2ccccc2)cc1,old
8.4,Cc1cc2c(cc1C#N)c(-c1cccc(N)c1C)cn2[C@H]1C[C@@H](O)C1,old
5.05,Cl.N[C@@H]1[C@@H]2Cc3ccccc3[C@H]12,old
5.19,Cl.N[C@H]1[C@H]2Cc3ccccc3[C@@H]12,old
5.66,O=C(/C=C/c1ccc(CNC2CC2c2ccccc2)cc1)NO,old
7.77,Cl.N[C@H]1CC[C@@H](N[C@@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,old
5.73,Cl.N[C@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@@H]12,old
5.96,Cl.N[C@@H]1[C@H]2Cc3cc(-c4ccc(F)cc4)ccc3[C@H]21,old
8.52,Cc1cc2c(cc1C#N)c(-c1cccc(N)c1C)cn2[C@@H]1CC[C@@H](O)C1,old
6.06,Cl.N[C@@H]1[C@H]2Cc3cc(-c4ccccc4)ccc3[C@H]21,old
5.39,O=C(NO)c1ccc(CNC2CC2c2ccccc2)cc1,old
8.05,COc1ccc(-n2cc(-c3cncc(N)c3C)c3cc(C#N)ccc32)cc1,old
5.39,Cl.N[C@@H]1[C@H]2Cc3cc(Br)ccc3[C@H]21,old
8.54,Cl.N[C@H]1CC[C@H](N[C@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,old
7.68,Cl.c1ccc2c(c1)C[C@@H]1[C@H](NCC3CCNCC3)[C@H]21,old
5.7,Cl.N[C@H]1[C@H]2Cc3cc(-c4ccc(F)cc4)ccc3[C@@H]12,old
6.31,COc1ncccc1CN[C@H]1[C@H]2Cc3ccccc3[C@H]21.Cl,old
5.92,O=C(CCCCCCNC(=O)c1ccc(CNC2(c3ccccc3)CC2)cc1)NO,old
8.52,Cc1cc2c(cc1C#N)c(-c1cccc(N)c1C)cn2[C@H]1CC[C@H](O)CC1,old
5.89,COc1ncccc1CN[C@@H]1[C@H]2Cc3ccccc3[C@H]21.Cl,old
5.23,Cl.N[C@H]1[C@H]2Cc3cc(Br)ccc3[C@@H]12,old
4.6,Cl.Fc1ncccc1CN[C@H]1[C@H]2Cc3ccccc3[C@H]21,old
8.4,CN[C@H]1CC[C@@H](n2cc(-c3cccc(N)c3C)c3cc(C#N)c(C)cc32)CC1,old
5.14,Cl.N[C@H]1[C@@H]2Cc3ccccc3[C@H]12,old
5.41,Nc1ccccc1NC(=O)/C=C/c1ccc(CNC2CC2c2ccccc2)cc1,old
8.26,Cl.N[C@H]1CC[C@@H](N[C@H]2[C@H]3Cc4ccccc4[C@H]32)CC1,old
6.46,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc([N+](=O)[O-])cc1,old
6.6,CCN(CC)c1ccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)cc1,old
6.65,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc(Cl)cc1,old
7.04,CCN(CC)c1ccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c(O)c1,old
6.7,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccccc1,old
6.34,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1cc(Cl)ccc1O,old
6.97,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)N[C@H]1CCCCNC(=O)CC[C@@H](C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,old
6.96,CCOc1cccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c1O,old
6.05,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(Cl)ccc1O,old
6.08,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(Br)ccc1O,old
6.44,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1ccco1,old
6.65,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc(Br)cc1,old
6.2,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccc(F)cc1,old
6.41,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1cc(Br)ccc1O,old
6.46,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cccc(N)c1O,old
7.58,O=C(N/N=C/c1cc(Cl)ccc1O)c1cccc(S(=O)(=O)N2CCOCC2)c1,old
6.65,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1ccccc1O,old
6.37,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cccc(N)c1,old
6.74,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,old
6.56,O=C(CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)N/N=C/c1cccs1,old
6.77,COc1ccc(/C=N/NC(=O)CN[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c(O)c1,old
6.81,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN[C@@H]1C[C@H]1c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,old
6.83,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(O)ccc1O,old
6.56,C/C(=N\NC(=O)CN[C@@H]1C[C@H]1c1ccc(F)c(F)c1)c1cc(F)ccc1O,old
6.21,O=C1C(CCCCN[C@@H]2C[C@H]2c2ccccc2)C(=O)N(c2ccc(-c3ccccc3)cc2)CCN1Cc1cccc(Cl)c1,old
5.19,CCc1ccc(N2C(=O)NC(=O)/C(=C\c3cc4ccccc4[nH]3)C2=O)cc1,old
5.36,Cc1ccccc1N1C(=O)NC(=O)C(=Cc2cc3ccccc3[nH]2)C1=O,old
5.51,COc1ccc(N2C(=O)NC(=O)C(=Cc3ccc(O)c(O)c3)C2=O)cc1,old
5.55,COc1ccc(C=C2C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)cc1OC,old
6.12,O=C1NC(=S)N(c2ccc(Br)cc2)C(=O)C1=Cc1ccc(O)c(O)c1,old
5.96,Cc1ccc(N2C(=O)NC(=O)C(=Cc3cc4ccccc4[nH]3)C2=O)cc1,old
6.26,COc1cc(C=C2C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)cc(OC)c1O,old
5.44,COc1ccc(C=C2C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)c(OC)c1OC,old
5.92,N#Cc1ccc(N2C(=O)NC(=O)C(=Cc3ccc(O)c(O)c3)C2=O)cc1,old
6.06,COc1cc(C=C2C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)ccc1O,old
6.52,O=C1NC(=O)N(c2ccc(Br)cc2)C(=O)C1=Cc1ccc(O)c(O)c1,old
4.64,Cc1ccc(N2C(=O)NC(=O)C(=Cc3cccc(O)c3)C2=O)cc1,old
4.74,COc1ccc(N2C(=O)NC(=O)/C(=C\c3ccc(N4CCOCC4)c(F)c3)C2=O)cc1,old
5.44,COc1ccc(C=C2C(=O)NC(=O)N(c3ccc(Br)cc3)C2=O)cc1O,old
6.8,COc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,old
7.19,Cc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1Cl,old
6.94,Fc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
6.19,O=[N+]([O-])c1ccccc1CN[C@H]1C[C@@H]1c1ccccc1,old
6.98,Clc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1,old
7.1,Fc1cc(Br)ccc1CN[C@H]1C[C@@H]1c1ccccc1,old
7.08,Brc1ccc(COc2ccc(CN[C@H]3C[C@@H]3c3ccccc3)cc2)cc1,old
6.83,NS(=O)(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
7.12,O=[N+]([O-])c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,old
6.49,CC(=O)Nc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
6.81,c1ccc(COc2ccc(CN[C@H]3C[C@@H]3c3ccccc3)cc2)cc1,old
6.93,O=[N+]([O-])c1ccc(N[C@H]2C[C@@H]2c2ccccc2)s1,old
6.91,Clc1cc(Cl)cc(CN[C@H]2C[C@@H]2c2ccccc2)c1,old
7.04,Ic1ccccc1CN[C@H]1C[C@@H]1c1ccccc1,old
6.95,Brc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,old
7.09,Brc1ccc(COc2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1,old
7.05,Cc1ccc(-c2ncc(OCC3CCNC3)cc2-c2ccc(C#N)cc2)cc1,old
6.92,c1ccc(-c2ccc(CN[C@H]3C[C@@H]3c3ccccc3)cc2)cc1,old
6.09,CC(C)(C)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
5.43,N[C@H]1C[C@@H]1c1ccc(Br)cc1,old
7.18,COc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1,old
7.45,O=[N+]([O-])c1cc(CN[C@H]2C[C@@H]2c2ccccc2)ccc1Cl,old
6.96,COc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1OC,old
7,Fc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1F,old
7.02,Clc1ccc(CN[C@@H]2C[C@H]2c2ccccc2)cc1,old
6.93,Fc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1,old
7.04,NC(=O)c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,old
7.18,c1ccc(COc2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1,old
6.56,CCc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
7,COc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
6.73,CNS(=O)(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
7.06,Clc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
7.7,N[C@H]1C[C@@H]1c1ccc(-c2cccc(O)c2)cc1,old
6.53,Brc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
6.95,O=[N+]([O-])c1cccc(CN[C@@H]2C[C@H]2c2ccccc2)c1,old
6.69,Clc1ccc(CN[C@H]2C[C@@H]2c2ccccc2)c(Cl)c1,old
7.09,COc1ncccc1CN[C@H]1C[C@@H]1c1ccccc1,old
7.05,CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(C(=O)N(C)CCN(C)[C@H]2C[C@@H]2c2ccccc2)cc1)c1ccccc1,old
6.69,c1ccc([C@H]2C[C@@H]2NCc2cccnc2)cc1,old
7.22,c1ccc(-c2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1,old
6.38,CN(C)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
7.16,Cn1c(CN[C@H]2C[C@@H]2c2ccccc2)cc2ccccc21,old
6.8,O=[N+]([O-])c1ccc(N[C@H]2C[C@@H]2c2ccccc2)o1,old
6.96,Fc1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,old
7.02,Brc1ccccc1CN[C@H]1C[C@@H]1c1ccccc1,old
6.71,NC(=O)c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,old
6.54,CC(C)C[C@@H](NC(=O)[C@@H](CCCNN)NC(=O)[C@@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H]1CCCN1)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)COCCOCCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)C,old
6.36,CC(C)C[C@@H](NC(=O)[C@@H](CCCNN)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C,old
4.77,C#CCN(C)CCC[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C,old
6.49,CC(C)C[C@@H](NC(=O)[C@@H](CCCNN)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCCNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)C,old
4.4,C#CCN(CCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H]1CCCN1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C)Cc1ccccc1,old
6.55,CC(C)C[C@H](NC(=O)[C@H](CCCNN)NC(=O)[C@H](CO)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)C,old
4.2,CC(C)C[C@H](NC(=O)[C@H](CCCCN[C@H]1C[C@@H]1c1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C,old
5.08,CNNCCC[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CO)C(=O)N[C@H](CC(=O)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](CO)C(=O)N[C@H](CCC(N)=O)C(N)=O)C(C)C,old
7.62,c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1,old
5.38,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)ccc1Cl,old
5.54,N/C(=N\O)c1cccc(/C=C/c2ccnc(-c3cc(F)ccc3O)c2)c1,old
8.85,O=C(N/N=C1\CCc2cccc(O)c21)c1cccc(S(=O)(=O)N2CCOCC2)c1,old
4.23,NC(=O)c1ccc(N2CCC(Cc3nnc(CO)n3-c3ccccc3)CC2)nc1,old
7.26,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N3CC(CN)C3)c2C)cc1F,old
6.91,FC(F)(F)Cc1cc2c(N[C@H]3CC[C@@H](N[C@@H]4C[C@H]4c4ccccc4)CC3)ncnc2s1,old
7.11,COc1ccc(-n2c(-c3ccc(C#N)c(F)c3)nc(C(=O)N3CC[C@@H](N)C3)c2C)cc1F,old
4.75,Cc1cc(NN)n2nc(SCC(=O)c3ccccc3)nc2n1,old
5.08,C=C1C(=O)OCC1C(O)c1cn(Cc2nccc(OCCCOC)c2C)c2ccc(Cl)cc12,old
